55,1,0,0
55,4,-12.0198837,16.2325885725
55,7,-26.507213075,26.9738075
55,10,-41.87651572,36.541726195
55,13,-56.54231923,49.25441407
55,16,-68.365903855,58.4568212425
55,19,-81.249364995,54.966922315
55,22,-93.39732712,42.98755316
55,25,-103.0144147,26.72154965
55,28,-99.3033529,15.46756757
55,31,-94.78524938,5.7915574595
55,34,-94.24183157,-4.17011328825
55,37,-102.4548269,-16.28107728
55,40,-113.3066546,-28.7940407775
55,43,-119.67438285,-34.496018035
55,46,-120.967869375,-32.81410874
55,49,-116.5969719,-23.17541258
55,52,-101.18708487,-31.291123835
55,55,-91.0847975,-29.06161532
55,58,-87.731248755,-21.598084375
55,61,-92.5675776,-14.01172834
55,64,-105.08300985,-4.9470256795
55,67,-111.94153435,-6.111155333
55,70,-115.529506925,-10.253708285
55,73,-118.2332834,-10.12427552
55,76,-122.582581325,-11.75832773
55,79,-120.14842305,-10.0328369075
55,82,-113.262313975,-8.31356507625
55,85,-104.2557595,-9.96627426
55,88,-98.331067615,-15.0658231425
55,91,-97.629812525,-21.309107755
55,94,-98.5114760575,-29.22941878
55,97,-97.33554004,-39.3600469
55,100,-93.7302436,-42.3135334975
55,103,-93.1400042,-37.36608269
55,106,-93.06830056,-27.0088136225
55,109,-91.0186114,-13.73284544
55,112,-79.5816033025,-11.99209865
55,115,-71.075452935,-11.641393675
55,118,-66.63923786,-9.46517171625
55,121,-67.41203564,-2.247873975
55,124,-69.115632455,-0.66257768925
55,127,-75.03487359,8.259452563
55,130,-77.6254146125,18.739218765
55,133,-69.34291109,24.9977229
55,136,-63.6079592075,25.7086556775
55,139,-60.84314066,27.65056012
55,142,-62.1863578375,31.166804735
55,145,-68.77551313,36.60075803
55,148,-72.296461465,32.5205650475
55,151,-71.45730753,27.35651842
55,154,-69.90405666,25.88193719
55,157,-71.28271419,32.8701404
55,160,-85.5619776075,38.03298452
55,163,-96.67899309,45.682089205
55,166,-108.828315625,54.3762760075
55,169,-126.2045002,62.67436648
55,172,-134.3184442,62.010914245
55,175,-138.6072467,65.91766781
55,178,-142.422892625,69.31236272
55,181,-149.1173669,67.11273452
55,184,-152.16885725,66.6579707525
55,187,-152.72525965,66.494333535
55,190,-150.398808675,64.557239095
55,193,-144.8017389,58.78210366
55,196,-139.29014235,58.24527835
55,199,-137.2176543,55.377302885
55,202,-137.02261545,52.7816998225
55,205,-137.1433665,53.06199172
55,208,-136.5999183,52.6223867425
55,211,-136.72047505,50.059190455
55,214,-137.8087227,45.4052347575
55,217,-140.1683472,38.69335155
55,220,-136.087680525,37.21325583
55,223,-140.56684855,34.934869925
55,226,-143.190810575,33.69009987
55,229,-133.5445259,35.3108517
55,232,-133.862778575,41.27671098
55,235,-133.4523403,41.383162625
