55,1,0,0
55,3,-8.0132558,21.5896119985821
55,5,-16.0265116,21.64345143
55,7,-36.935771756592,26.9738075
55,9,-36.98791455,32.30416357
55,11,-56.4936764322886,40.77928882
55,13,-56.54231923,49.25441407
55,15,-72.267882860597,55.389352185
55,17,-72.30709873,61.5242903
55,19,-90.1471423731094,54.966922315
55,21,-90.19163126,48.40955433
55,23,-96.60302298,26.775499910398
55,25,-103.0144147,26.72154965
55,27,-100.5403735,11.753566850398
55,29,-98.0663323,11.71624021
55,31,-94.78524938,-0.103649257415424
55,33,-91.50416646,-0.133125291
55,35,-96.97949668,-16.2409082452015
55,37,-102.4548269,-16.28107728
55,39,-109.6893787,-32.9235262435075
55,41,-116.9239305,-32.96502861
55,43,-122.411151357463,-34.496018035
55,45,-122.4248352,-36.02700746
55,47,-119.51090355,-23.2073817214925
55,49,-116.5969719,-23.17541258
55,51,-96.1015665964179,-28.58588675
55,53,-96.05045586,-33.99636092
55,55,-86.1438439079602,-29.06161532
55,57,-86.11913914,-24.12686972
55,59,-89.34335837,-14.0368903832338
55,61,-92.5675776,-14.01172834
55,63,-109.213310045274,-7.968593233
55,65,-109.2548206,-1.925458126
55,67,-111.94153435,-10.2760281757861
55,69,-114.6282481,-10.29685254
55,71,-118.224315650498,-10.21056403
55,73,-118.2332834,-10.12427552
55,75,-124.01792176791,-11.21364366
55,77,-124.0323473,-12.3030118
55,79,-116.283821806219,-10.0328369075
55,81,-116.2644988,-7.762662015
55,83,-104.285631985821,-8.8644681375
55,85,-104.2557595,-9.96627426
55,87,-96.3758210393532,-13.365973515
55,89,-96.35617032,-16.76567277
55,91,-97.629812525,-25.8299385858458
55,93,-98.90345473,-25.85254274
55,95,-98.119497385,-39.3264461433831
55,97,-97.33554004,-39.3600469
55,99,-92.5404359854726,-41.329037965
55,101,-92.52847812,-43.29802903
55,103,-93.1400042,-31.4636485208458
55,105,-93.75153028,-31.43413635
55,107,-92.38507084,-13.7768785019652
55,109,-91.0186114,-13.73284544
55,111,-75.8072009618657,-12.57234758
55,113,-75.76926727,-11.41184972
55,115,-66.4049909101244,-11.641393675
55,117,-66.3816386,-11.87093763
55,119,-66.89683712,-2.27181194429104
55,121,-67.41203564,-2.247873975
55,123,-69.6778476559702,-1.1910097845
55,125,-69.68349806,-0.134145594
55,127,-75.03487359,16.6112915251891
55,129,-80.38624912,16.65305072
55,131,-69.3703820801244,20.82538681
55,133,-69.34291109,24.9977229
55,135,-61.7153299792786,25.471678085
55,137,-61.69630858,25.94563327
55,139,-60.84314066,29.3470047468657
55,141,-59.98997274,29.35548697
55,143,-68.7536585519154,32.9781225
55,145,-68.77551313,36.60075803
55,147,-71.12281202,31.1740336983831
55,149,-73.47011091,31.16050072
55,151,-71.45730753,23.5714614050746
55,153,-69.44450415,23.55253612
55,155,-70.36360917,32.8469622799005
55,157,-71.28271419,32.8701404
55,159,-90.2743713389801,36.31203648
55,161,-90.32173208,39.75393256
55,163,-103.004625935771,45.682089205
55,165,-103.0362541,51.61024585
55,167,-126.146867747015,57.142306165
55,169,-126.2045002,62.67436648
55,171,-136.996180279602,62.23206499
55,173,-137.0230922,61.7897635
55,175,-138.6072467,70.0250352826368
55,177,-140.1914012,70.04557212
55,179,-149.095163005224,68.57915332
55,181,-149.1173669,67.11273452
55,183,-153.175899670647,66.809558675
55,185,-153.1860207,66.50638283
55,187,-152.266790943532,66.494333535
55,189,-152.2644986,66.48228424
55,191,-148.53311875,58.8012583380597
55,193,-144.8017389,58.78210366
55,195,-137.471224085572,58.42422012
55,197,-137.4529435,58.06633658
55,199,-137.2176543,52.7016474670896
55,201,-136.9823651,52.68826919
55,203,-137.0628658,53.0610620619652
55,205,-137.1433665,53.06199172
55,207,-136.420571381592,52.768921735
55,209,-136.4187689,52.47585175
55,211,-136.72047505,47.6545523505224
55,213,-137.0221812,47.64252916
55,215,-138.5952642,38.7156131858458
55,217,-140.1683472,38.69335155
55,219,-134.740992849502,37.70662107
55,221,-134.7274583,36.71989059
55,223,-146.377187107214,34.934869925
55,225,-146.4062388,33.14984926
55,227,-133.576520210697,34.23035048
55,229,-133.5445259,35.3108517
55,231,-133.75669435,43.2455434787065
55,233,-133.9688628,43.26533074
55,235,-133.4523403,39.5103585304726
55,237,-132.9358178,39.50099451
